CepsOrigem;CepDestino;QTD;Altura;Comprimento;Largura;Peso;QTD;SKU
"{""origin_zip_code"":""25085340""";13240000;13240000;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792864527""}]}"
"{""origin_zip_code"":""25085340""";13308121;13308121;height:1;length:1;width:1;weight:3;quantity:1;"sku_id:""106498183""}]}"
"{""origin_zip_code"":""25085340""";13309735;13309735;height:46;length:188;width:78;weight:1;quantity:1;"sku_id:""12113360""}]}"
"{""origin_zip_code"":""25085340""";13318000;13318000;height:46;length:188;width:78;weight:1;quantity:1;"sku_id:""12113360""}]}"
"{""origin_zip_code"":""25085340""";13330050;13330050;height:100;length:100;width:100;weight:35;quantity:1;"sku_id:""23408355""}]}"
"{""origin_zip_code"":""25085340""";13345004;13345004;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2559254343""}]}"
"{""origin_zip_code"":""25085340""";13345040;13345040;height:188;length:38;width:88;weight:0.3;quantity:1;"sku_id:""3380361771""}]}"
"{""origin_zip_code"":""25085340""";13401579;13401579;height:46;length:188;width:88;weight:25;quantity:1;"sku_id:""2792879083""}]}"
"{""origin_zip_code"":""25085340""";13403141;13403141;height:100;length:100;width:100;weight:1;quantity:1;"sku_id:""24238485""}]}"
"{""origin_zip_code"":""25085340""";13405272;13405272;height:35;length:198;width:158;weight:3;quantity:1;"sku_id:""75726189""}]}"
"{""origin_zip_code"":""25085340""";13418320;13418320;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792864447""}]}"
"{""origin_zip_code"":""25085340""";13418320;13418320;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792864498""}]}"
"{""origin_zip_code"":""25085340""";13418320;13418320;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792864535""}]}"
"{""origin_zip_code"":""25085340""";13419150;13419150;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792864535""}]}"
"{""origin_zip_code"":""25085340""";13420507;13420507;height:35;length:188;width:128;weight:1;quantity:1;"sku_id:""29791287""}]}"
"{""origin_zip_code"":""25085340""";13423363;13423363;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";13424371;13424371;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2559254343""}]}"
"{""origin_zip_code"":""25085340""";13454475;13454475;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";13465761;13465761;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";13469097;13469097;height:1;length:1;width:1;weight:1;quantity:1;"sku_id:""38038835""}]}"
"{""origin_zip_code"":""25085340""";13474662;13474662;height:36;length:138;width:138;weight:1;quantity:1;"sku_id:""39067359""}]}"
"{""origin_zip_code"":""25085340""";13481000;13481000;height:40;length:198;width:158;weight:0.04;quantity:1;"sku_id:""2792852606""}]}"
"{""origin_zip_code"":""25085340""";13481340;13481340;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""2792844112""}]}"
"{""origin_zip_code"":""25085340""";13481340;13481340;height:42;length:202.99999999999997;width:96;weight:15;quantity:1;"sku_id:""2792843603""}]}"
"{""origin_zip_code"":""25085340""";13484420;13484420;height:38;length:188;width:88;weight:30;quantity:1;"sku_id:""2792847330""}]}"
"{""origin_zip_code"":""25085340""";13486470;13486470;height:40;length:188;width:128;weight:15;quantity:1;"sku_id:""95134493""}]}"
"{""origin_zip_code"":""25085340""";13502744;13502744;height:12;length:33;width:32;weight:0.02;quantity:1;"sku_id:""2792843486""}]}"
"{""origin_zip_code"":""25085340""";13561353;13561353;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2559254343""}]}"
"{""origin_zip_code"":""25085340""";13602151;13602151;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792864535""}]}"
"{""origin_zip_code"":""25085340""";13603151;13603151;height:78;length:180;width:90;weight:3;quantity:1;"sku_id:""48380362""}]}"
"{""origin_zip_code"":""25085340""";13631640;13631640;height:100;length:100;width:100;weight:1;quantity:1;"sku_id:""24238485""}]}"
"{""origin_zip_code"":""25085340""";13660009;13660009;height:9;length:9;width:9;weight:0.01;quantity:1;"sku_id:""4887845775""}]}"
"{""origin_zip_code"":""25085340""";13667022;13667022;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2559254343""}]}"
"{""origin_zip_code"":""25085340""";13720000;13720000;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""2792850889""}]}"
"{""origin_zip_code"":""25085340""";13732550;13732550;height:40;length:45;width:138;weight:10;quantity:1;"sku_id:""18903117""}]}"
"{""origin_zip_code"":""25085340""";13737330;13737330;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2559254343""}]}"
"{""origin_zip_code"":""25085340""";13760000;13760000;height:44;length:188;width:88;weight:25;quantity:1;"sku_id:""4870470655""}]}"
"{""origin_zip_code"":""25085340""";13800700;13800700;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2559254343""}]}"
"{""origin_zip_code"":""25085340""";13820000;13820000;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""13912880""}]}"
"{""origin_zip_code"":""25085340""";13848543;13848543;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2792852358""}]}"
"{""origin_zip_code"":""25085340""";13866068;13866068;height:42;length:202.99999999999997;width:193;weight:0.01;quantity:1;"sku_id:""4888117243""}]}"
"{""origin_zip_code"":""25085340""";13940000;13940000;height:40;length:188;width:138;weight:40;quantity:1;"sku_id:""96955632""}]}"
"{""origin_zip_code"":""25085340""";13972072;13972072;height:120;length:34;width:90;weight:1;quantity:1;"sku_id:""45559965""}]}"
"{""origin_zip_code"":""25085340""";13972080;13972080;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2559254343""}]}"
"{""origin_zip_code"":""25085340""";14030000;14030000;height:35;length:188;width:88;weight:1;quantity:1;"sku_id:""50321519""}]}"
"{""origin_zip_code"":""25085340""";14030901;14030901;height:100;length:100;width:100;weight:52;quantity:1;"sku_id:""19510502""}]}"
"{""origin_zip_code"":""25085340""";14055340;14055340;height:12;length:12;width:12;weight:0.02;quantity:1;"sku_id:""2792838003""}]}"
"{""origin_zip_code"":""25085340""";14057484;14057484;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";14063250;14063250;height:1;length:2;width:2;weight:3;quantity:1;"sku_id:""429691300""}]}"
"{""origin_zip_code"":""25085340""";14077290;14077290;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2559254343""}]}"
"{""origin_zip_code"":""25085340""";14097040;14097040;height:25;length:188;width:88;weight:0.01;quantity:1;"sku_id:""106846357""}]}"
"{""origin_zip_code"":""25085340""";14120000;14120000;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792864535""}]}"
"{""origin_zip_code"":""25085340""";14160030;14160030;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2559254343""}]}"
"{""origin_zip_code"":""25085340""";14164072;14164072;height:100;length:100;width:100;weight:1;quantity:1;"sku_id:""33664460""}]}"
"{""origin_zip_code"":""25085340""";14170320;14170320;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";14180000;14180000;height:11;length:16;width:2;weight:1;quantity:1;"sku_id:""34732607""}]}"
"{""origin_zip_code"":""25085340""";14270000;14270000;height:40;length:45;width:138;weight:10;quantity:1;"sku_id:""18903117""}]}"
"{""origin_zip_code"":""25085340""";14300043;14300043;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""2792854231""}]}"
"{""origin_zip_code"":""25085340""";14400690;14400690;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2559254343""}]}"
"{""origin_zip_code"":""25085340""";14404415;14404415;height:44;length:188;width:88;weight:25;quantity:1;"sku_id:""4870470655""}]}"
"{""origin_zip_code"":""25085340""";14570000;14570000;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""39657041""}]}"
"{""origin_zip_code"":""25085340""";14700720;14700720;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2559254343""}]}"
"{""origin_zip_code"":""25085340""";14708240;14708240;height:120;length:140;width:35;weight:10;quantity:1;"sku_id:""2792876106""}]}"
"{""origin_zip_code"":""25085340""";14765000;14765000;height:12;length:33;width:32;weight:0.02;quantity:1;"sku_id:""2792843486""}]}"
"{""origin_zip_code"":""25085340""";14815000;14815000;height:1;length:1;width:1;weight:3;quantity:1;"sku_id:""1183581994""}]}"
"{""origin_zip_code"":""25085340""";14876010;14876010;height:40;length:198;width:158;weight:1;quantity:1;"sku_id:""36677269""}]}"
"{""origin_zip_code"":""25085340""";14900000;14900000;height:100;length:100;width:100;weight:180;quantity:1;"sku_id:""18229709""}]}"
"{""origin_zip_code"":""25085340""";15020030;15020030;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76943656""}]}"
"{""origin_zip_code"":""25085340""";15020030;15020030;height:38;length:188;width:88;weight:0.03;quantity:1;"sku_id:""2792842791""}]}"
"{""origin_zip_code"":""25085340""";15030200;15030200;height:100;length:100;width:100;weight:52;quantity:1;"sku_id:""19510502""}]}"
"{""origin_zip_code"":""25085340""";15200000;15200000;height:1;length:1;width:1;weight:3;quantity:1;"sku_id:""1183583439""}]}"
"{""origin_zip_code"":""25085340""";15230000;15230000;height:100;length:100;width:100;weight:18.5;quantity:1;"sku_id:""15955242""}]}"
"{""origin_zip_code"":""25085340""";15360000;15360000;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";15495000;15495000;height:12;length:33;width:32;weight:0.02;quantity:1;"sku_id:""2792843486""}]}"
"{""origin_zip_code"":""25085340""";15606124;15606124;height:35;length:188;width:138;weight:1;quantity:1;"sku_id:""28816254""}]}"
"{""origin_zip_code"":""25085340""";15704296;15704296;height:11;length:16;width:2;weight:1;quantity:1;"sku_id:""34732607""}]}"
"{""origin_zip_code"":""25085340""";15950000;15950000;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";15991210;15991210;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792851806""}]}"
"{""origin_zip_code"":""25085340""";16052900;16052900;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792851806""}]}"
"{""origin_zip_code"":""25085340""";16071000;16071000;height:46;length:188;width:88;weight:25;quantity:1;"sku_id:""39029200""}]}"
"{""origin_zip_code"":""25085340""";16200085;16200085;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76943656""}]}"
"{""origin_zip_code"":""25085340""";16200377;16200377;height:100;length:100;width:100;weight:0.01;quantity:1;"sku_id:""16059197""}]}"
"{""origin_zip_code"":""25085340""";16202040;16202040;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792851806""}]}"
"{""origin_zip_code"":""25085340""";16202063;16202063;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""2792877900""}]}"
"{""origin_zip_code"":""25085340""";16210000;16210000;height:100;length:100;width:100;weight:51;quantity:1;"sku_id:""19499281""}]}"
"{""origin_zip_code"":""25085340""";16503222;16503222;height:100;length:100;width:100;weight:13.5;quantity:1;"sku_id:""4877650659""}]}"
"{""origin_zip_code"":""25085340""";16605134;16605134;height:11;length:16;width:2;weight:1;quantity:1;"sku_id:""34732607""}]}"
"{""origin_zip_code"":""25085340""";16900070;16900070;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792864535""}]}"
"{""origin_zip_code"":""25085340""";16900115;16900115;height:100;length:100;width:100;weight:52;quantity:1;"sku_id:""19510502""}]}"
"{""origin_zip_code"":""25085340""";17012056;17012056;height:25;length:188;width:88;weight:0.01;quantity:1;"sku_id:""106846357""}]}"
"{""origin_zip_code"":""25085340""";17015100;17015100;height:3000;length:188;width:110.00000000000001;weight:40;quantity:1;"sku_id:""18903087""}]}"
"{""origin_zip_code"":""25085340""";17603110;17603110;height:12;length:12;width:12;weight:0.02;quantity:1;"sku_id:""2792838003""}]}"
"{""origin_zip_code"":""25085340""";17930000;17930000;height:38;length:188;width:138;weight:1;quantity:1;"sku_id:""8297950""}]}"
"{""origin_zip_code"":""25085340""";18021390;18021390;height:100;length:100;width:100;weight:35;quantity:1;"sku_id:""23408355""}]}"
"{""origin_zip_code"":""25085340""";18035090;18035090;height:12;length:188;width:88;weight:7;quantity:1;"sku_id:""3057639921""}]}"
"{""origin_zip_code"":""25085340""";18035470;18035470;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";18045190;18045190;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";18045190;18045190;height:188;length:38;width:88;weight:0.3;quantity:1;"sku_id:""3380361771""}]}"
"{""origin_zip_code"":""25085340""";18053140;18053140;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""4471824920""}]}"
"{""origin_zip_code"":""25085340""";18055037;18055037;height:120;length:34;width:90;weight:1;quantity:1;"sku_id:""45559965""}]}"
"{""origin_zip_code"":""25085340""";18117254;18117254;height:35;length:202.99999999999997;width:192;weight:1;quantity:1;"sku_id:""51261894""}]}"
"{""origin_zip_code"":""25085340""";18131457;18131457;height:46;length:188;width:88;weight:25;quantity:1;"sku_id:""2792879083""}]}"
"{""origin_zip_code"":""25085340""";18143200;18143200;height:188;length:38;width:88;weight:0.3;quantity:1;"sku_id:""3380361771""}]}"
"{""origin_zip_code"":""25085340""";18206422;18206422;height:36;length:138;width:138;weight:1;quantity:1;"sku_id:""39067359""}]}"
"{""origin_zip_code"":""25085340""";18209370;18209370;height:35;length:188;width:88;weight:1;quantity:1;"sku_id:""50321511""}]}"
"{""origin_zip_code"":""25085340""";18240000;18240000;height:100;length:100;width:100;weight:86.2;quantity:1;"sku_id:""19510491""}]}"
"{""origin_zip_code"":""25085340""";18271760;18271760;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""36385585""}]}"
"{""origin_zip_code"":""25085340""";18470000;18470000;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792850555""}]}"
"{""origin_zip_code"":""25085340""";18550093;18550093;height:11;length:16;width:2;weight:1;quantity:1;"sku_id:""34732607""}]}"
"{""origin_zip_code"":""25085340""";18603700;18603700;height:56.00000000000001;length:188;width:138;weight:3;quantity:1;"sku_id:""75948578""}]}"
"{""origin_zip_code"":""25085340""";18608030;18608030;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792851806""}]}"
"{""origin_zip_code"":""25085340""";18609430;18609430;height:37;length:188;width:88;weight:10;quantity:1;"sku_id:""106498251""}]}"
"{""origin_zip_code"":""25085340""";18683560;18683560;height:46;length:188;width:88;weight:25;quantity:1;"sku_id:""39029200""}]}"
"{""origin_zip_code"":""25085340""";18700280;18700280;height:44;length:188;width:88;weight:25;quantity:1;"sku_id:""4870470655""}]}"
"{""origin_zip_code"":""25085340""";18701305;18701305;height:56.00000000000001;length:188;width:138;weight:3;quantity:1;"sku_id:""75948578""}]}"
"{""origin_zip_code"":""25085340""";18702805;18702805;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792851806""}]}"
"{""origin_zip_code"":""25085340""";18808410;18808410;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792851806""}]}"
"{""origin_zip_code"":""25085340""";19013590;19013590;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792850555""}]}"
"{""origin_zip_code"":""25085340""";19013590;19013590;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792851806""}]}"
"{""origin_zip_code"":""25085340""";19023320;19023320;height:46;length:188;width:88;weight:40;quantity:1;"sku_id:""39657034""}]}"
"{""origin_zip_code"":""25085340""";19023320;19023320;height:46;length:188;width:88;weight:25;quantity:1;"sku_id:""39029200""}]}"
"{""origin_zip_code"":""25085340""";19063820;19063820;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";19063841;19063841;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";19065630;19065630;height:1;length:2;width:1;weight:3;quantity:1;"sku_id:""210634731""}]}"
"{""origin_zip_code"":""25085340""";19600000;19600000;height:35;length:198;width:158;weight:3;quantity:1;"sku_id:""75726189""}]}"
"{""origin_zip_code"":""25085340""";19600000;19600000;height:36;length:138;width:138;weight:1;quantity:1;"sku_id:""39067359""}]}"
"{""origin_zip_code"":""25085340""";19804813;19804813;height:44;length:188;width:88;weight:25;quantity:1;"sku_id:""4870470655""}]}"
"{""origin_zip_code"":""25085340""";19807000;19807000;height:36;length:138;width:138;weight:1;quantity:1;"sku_id:""39067359""}]}"
"{""origin_zip_code"":""25085340""";19815535;19815535;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792850555""}]}"
"{""origin_zip_code"":""25085340""";19815535;19815535;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792851806""}]}"
"{""origin_zip_code"":""25085340""";19901130;19901130;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792850555""}]}"
"{""origin_zip_code"":""25085340""";19901130;19901130;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792851806""}]}"
"{""origin_zip_code"":""25085340""";19907020;19907020;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792864447""}]}"
"{""origin_zip_code"":""25085340""";26230580;26230580;height:100;length:100;width:100;weight:0.09;quantity:1;"sku_id:""10699854""}]}"
"{""origin_zip_code"":""25085340""";26230580;26230580;height:35;length:202.99999999999997;width:192;weight:1;quantity:1;"sku_id:""51261894""}]}"
"{""origin_zip_code"":""25085340""";26230580;26230580;height:10;length:110.00000000000001;width:10;weight:0.01;quantity:1;"sku_id:""2792858688""}]}"
"{""origin_zip_code"":""25085340""";26250085;26250085;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792864447""}]}"
"{""origin_zip_code"":""25085340""";26255291;26255291;height:46;length:188;width:88;weight:25;quantity:1;"sku_id:""39029200""}]}"
"{""origin_zip_code"":""25085340""";26261220;26261220;height:35;length:188;width:138;weight:1;quantity:1;"sku_id:""55814466""}]}"
"{""origin_zip_code"":""25085340""";26262000;26262000;height:100;length:100;width:100;weight:0.08;quantity:1;"sku_id:""19499116""}]}"
"{""origin_zip_code"":""25085340""";26262000;26262000;height:100;length:100;width:100;weight:69.2;quantity:1;"sku_id:""19497298""}]}"
"{""origin_zip_code"":""25085340""";26262000;26262000;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792851806""}]}"
"{""origin_zip_code"":""25085340""";26263210;26263210;height:100;length:100;width:100;weight:50;quantity:1;"sku_id:""13912955""}]}"
"{""origin_zip_code"":""25085340""";26265060;26265060;height:100;length:100;width:100;weight:0.09;quantity:1;"sku_id:""18231730""}]}"
"{""origin_zip_code"":""25085340""";26265060;26265060;height:100;length:100;width:100;weight:35;quantity:1;"sku_id:""23408355""}]}"
"{""origin_zip_code"":""25085340""";26266160;26266160;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";26280320;26280320;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";26282030;26282030;height:11;length:16;width:2;weight:1;quantity:1;"sku_id:""34732607""}]}"
"{""origin_zip_code"":""25085340""";26291320;26291320;height:100;length:100;width:100;weight:13.5;quantity:1;"sku_id:""4877650659""}]}"
"{""origin_zip_code"":""25085340""";26292450;26292450;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""13912880""}]}"
"{""origin_zip_code"":""25085340""";26298042;26298042;height:1;length:1;width:1;weight:3;quantity:1;"sku_id:""106498183""}]}"
"{""origin_zip_code"":""25085340""";28941186;28941186;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""4471825404""}]}"
"{""origin_zip_code"":""25085340""";28943038;28943038;height:40;length:188;width:138;weight:15;quantity:1;"sku_id:""1466469521""}]}"
"{""origin_zip_code"":""25085340""";28944018;28944018;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";28956024;28956024;height:100;length:100;width:100;weight:0.2;quantity:1;"sku_id:""15583811""}]}"
"{""origin_zip_code"":""25085340""";28958720;28958720;height:46;length:188;width:88;weight:25;quantity:1;"sku_id:""2792879104""}]}"
"{""origin_zip_code"":""25085340""";29050660;29050660;height:36;length:188;width:138;weight:47;quantity:1;"sku_id:""41804928""}]}"
"{""origin_zip_code"":""25085340""";29055180;29055180;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""13912880""}]}"
"{""origin_zip_code"":""25085340""";29060690;29060690;height:11;length:16;width:2;weight:1;quantity:1;"sku_id:""34732607""}]}"
"{""origin_zip_code"":""25085340""";29065250;29065250;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""36385585""}]}"
"{""origin_zip_code"":""25085340""";29065250;29065250;height:1;length:1;width:1;weight:3;quantity:1;"sku_id:""96911132""}]}"
"{""origin_zip_code"":""25085340""";29101070;29101070;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792852083""}]}"
"{""origin_zip_code"":""25085340""";29101070;29101070;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";29101070;29101070;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76943656""}]}"
"{""origin_zip_code"":""25085340""";29101105;29101105;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792864447""}]}"
"{""origin_zip_code"":""25085340""";29102020;29102020;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""36242891""}]}"
"{""origin_zip_code"":""25085340""";29102265;29102265;height:36;length:188;width:78;weight:1;quantity:1;"sku_id:""46395489""}]}"
"{""origin_zip_code"":""25085340""";29102905;29102905;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""2792850889""}]}"
"{""origin_zip_code"":""25085340""";29102912;29102912;height:40;length:198;width:158;weight:1;quantity:1;"sku_id:""36677269""}]}"
"{""origin_zip_code"":""25085340""";29118105;29118105;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";29141213;29141213;height:30;length:198;width:158;weight:40;quantity:1;"sku_id:""18879711""}]}"
"{""origin_zip_code"":""25085340""";29144271;29144271;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""2792848148""}]}"
"{""origin_zip_code"":""25085340""";29144271;29144271;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""496737056""}]}"
"{""origin_zip_code"":""25085340""";29146010;29146010;height:36;length:138;width:138;weight:1;quantity:1;"sku_id:""39067359""}]}"
"{""origin_zip_code"":""25085340""";29147511;29147511;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792852032""}]}"
"{""origin_zip_code"":""25085340""";29147900;29147900;height:12;length:33;width:32;weight:0.02;quantity:1;"sku_id:""2792843486""}]}"
"{""origin_zip_code"":""25085340""";29148385;29148385;height:43;length:158;width:198;weight:3;quantity:1;"sku_id:""62155852""}]}"
"{""origin_zip_code"":""25085340""";29149800;29149800;height:78;length:180;width:90;weight:3;quantity:1;"sku_id:""48380362""}]}"
"{""origin_zip_code"":""25085340""";29152268;29152268;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";29153010;29153010;height:46;length:188;width:88;weight:25;quantity:1;"sku_id:""39029200""}]}"
"{""origin_zip_code"":""25085340""";29155614;29155614;height:39;length:188;width:138;weight:47;quantity:1;"sku_id:""45467792""}]}"
"{""origin_zip_code"":""25085340""";29156603;29156603;height:78;length:180;width:90;weight:3;quantity:1;"sku_id:""48380362""}]}"
"{""origin_zip_code"":""25085340""";29157437;29157437;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792864447""}]}"
"{""origin_zip_code"":""25085340""";29163322;29163322;height:12;length:33;width:32;weight:0.02;quantity:1;"sku_id:""2792843486""}]}"
"{""origin_zip_code"":""25085340""";29165010;29165010;height:35;length:188;width:138;weight:65;quantity:1;"sku_id:""1800381403""}]}"
"{""origin_zip_code"":""25085340""";29165130;29165130;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""2792878401""}]}"
"{""origin_zip_code"":""25085340""";29165540;29165540;height:120;length:120;width:250;weight:0.13;quantity:1;"sku_id:""4870237319""}]}"
"{""origin_zip_code"":""25085340""";29166851;29166851;height:35;length:188;width:138;weight:1;quantity:1;"sku_id:""50321514""}]}"
"{""origin_zip_code"":""25085340""";29166851;29166851;height:100;length:100;width:100;weight:359.1;quantity:1;"sku_id:""18226459""}]}"
"{""origin_zip_code"":""25085340""";29167539;29167539;height:100;length:100;width:100;weight:52;quantity:1;"sku_id:""19510502""}]}"
"{""origin_zip_code"":""25085340""";29168321;29168321;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";29172680;29172680;height:56.00000000000001;length:188;width:138;weight:3;quantity:1;"sku_id:""75948578""}]}"
"{""origin_zip_code"":""25085340""";29179257;29179257;height:36;length:138;width:138;weight:1;quantity:1;"sku_id:""39067359""}]}"
"{""origin_zip_code"":""25085340""";29187000;29187000;height:30;length:198;width:158;weight:40;quantity:1;"sku_id:""18879711""}]}"
"{""origin_zip_code"":""25085340""";29196220;29196220;height:46;length:188;width:88;weight:25;quantity:1;"sku_id:""39029200""}]}"
"{""origin_zip_code"":""25085340""";29209070;29209070;height:120;length:34;width:90;weight:1;quantity:1;"sku_id:""45559965""}]}"
"{""origin_zip_code"":""25085340""";29221145;29221145;height:25;length:188;width:138;weight:0.01;quantity:1;"sku_id:""652127779""}]}"
"{""origin_zip_code"":""25085340""";29290000;29290000;height:37;length:188;width:88;weight:10;quantity:1;"sku_id:""106498251""}]}"
"{""origin_zip_code"":""25085340""";29302160;29302160;height:100;length:100;width:100;weight:0.2;quantity:1;"sku_id:""15583811""}]}"
"{""origin_zip_code"":""25085340""";29303387;29303387;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""2792878401""}]}"
"{""origin_zip_code"":""25085340""";29306550;29306550;height:100;length:100;width:100;weight:0.2;quantity:1;"sku_id:""15583811""}]}"
"{""origin_zip_code"":""25085340""";29306818;29306818;height:12;length:3;width:12;weight:0.02;quantity:1;"sku_id:""448639030""}]}"
"{""origin_zip_code"":""25085340""";29309050;29309050;height:12;length:3;width:12;weight:0.02;quantity:1;"sku_id:""448639030""}]}"
"{""origin_zip_code"":""25085340""";29345000;29345000;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""49552342""}]}"
"{""origin_zip_code"":""25085340""";29375000;29375000;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";29395000;29395000;height:12;length:33;width:32;weight:0.02;quantity:1;"sku_id:""2792843486""}]}"
"{""origin_zip_code"":""25085340""";29460000;29460000;height:100;length:100;width:100;weight:40;quantity:1;"sku_id:""13912948""}]}"
"{""origin_zip_code"":""25085340""";29490000;29490000;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792850555""}]}"
